"topic_model_prompt_ids","topic_model","prompt_id","datasets","example_text_in_prompt","report"
"0-LDA","LDA","0","atis","like find flight friday june eleventh st petersburg milwaukee milwaukee tacoma thank","Is there any available flights departing Boston this weekend? I prefer nonstop routes directly into Los Angeles without stops. Also interested if American Express offers discounts on such trips, and how does the experience compare to Southwest?"
"0-LDA","LDA","0","atis","like find flight friday june eleventh st petersburg milwaukee milwaukee tacoma thank","Flight from Pittsburgh arriving in Denver at 6 PM; I'd like a direct connection with Delta Airlines for an evening flight back home."
"0-LDA","LDA","0","atis","like find flight friday june eleventh st petersburg milwaukee milwaukee tacoma thank","Planning my trip next week: Departing Chicago early morning Friday heading towards Miami via United. Need information about layovers or connecting flights if any, and how the cost compares to JetBlue options?"
"0-LDA","LDA","0","atis","like find flight friday june eleventh st petersburg milwaukee milwaukee tacoma thank","Interested travelers seeking round-trip tickets from San Francisco on Monday should consider Southwest; I prefer nonstop routes with no additional stops."
"0-LDA","LDA","0","atis","like find flight friday june eleventh st petersburg milwaukee milwaukee tacoma thank","Looking for a direct flight departing Dallas at 10 AM Friday morning towards Chicago without delays. Any airline recommendations? Also interested in knowing if there are any special deals available through American Express memberships this week?"
"0-LDA","LDA","0","atis","like find flight friday june eleventh st petersburg milwaukee milwaukee tacoma thank","Seeking advice: Best airlines to fly from Atlanta on Thursday afternoon directly into San Francisco, avoiding layovers; considering either Delta or Alaska Airlines."
"0-LDA","LDA","0","atis","like find flight friday june eleventh st petersburg milwaukee milwaukee tacoma thank","Any suggestions for flights departing New York City Friday evening with direct connections leading back home by Sunday morning? I'm looking at options between JetBlue and Frontier. Any insights about in-flight amenities would be appreciated as well?"
"0-LDA","LDA","0","atis","like find flight friday june eleventh st petersburg milwaukee milwaukee tacoma thank","Are there any good flight deals from Los Angeles to San Francisco this weekend, preferably nonstop routes without layovers or connecting cities on the way; also interested if there's a discount for frequent flyers with American Express."
"0-LDA","LDA","0","atis","like find flight friday june eleventh st petersburg milwaukee milwaukee tacoma thank","Looking into flights departing Miami early Friday morning heading towards New York City. Are Southwest Airlines and JetBlue offering competitive prices? Would appreciate any tips about which airline has better in-flight services during this time of year?"
"0-LDA","LDA","0","atis","like find flight friday june eleventh st petersburg milwaukee milwaukee tacoma thank","Any flight options available from Denver to Chicago on Thursday afternoon, preferably direct routes without layovers; interested if there are special promotions or discounts through American Express."
"0-LDA","LDA","0","atis","like find flight friday june eleventh st petersburg milwaukee milwaukee tacoma thank","Considering a weekend trip starting Friday morning: Departing Los Angeles with Alaska Airlines directly into San Francisco. Are any other airlines offering similar nonstop flights at competitive prices?"
"0-LDA","LDA","0","atis","like find flight friday june eleventh st petersburg milwaukee milwaukee tacoma thank","Planning my journey this coming Saturday from Dallas to Denver via United, looking for direct routes without layovers; interested in knowing if there are better deals through American Express or Delta."
"0-LDA","LDA","0","atis","like find flight friday june eleventh st petersburg milwaukee milwaukee tacoma thank","Looking forward a flight departing Boston Friday morning heading towards Chicago with no overnight stops. Any airline recommendations and fare comparisons between"
"0-LDA","LDA","0","atis","like find flight friday june eleventh st petersburg milwaukee milwaukee tacoma thank","looking for flights from st petersburg to milwaukee on june eleventh"
"0-LDA","LDA","0","atis","like find flight friday june eleventh st petersburg milwaukee milwaukee tacoma thank","scheduling a flight friday night, departing late evening in moscow and arriving early morning chicago springtime travel options?"
"0-LDA","LDA","0","atis","like find flight friday june eleventh st petersburg milwaukee milwaukee tacoma thank","dallas direct route available sunday noon connecting boston washington dc via airlines cost comparison best deals fly oakland cheap fare round trip san francisco detroit nyc flights saturday afternoon preferred airline pittsburgh"
"0-LDA","LDA","0","atis","like find flight friday june eleventh st petersburg milwaukee milwaukee tacoma thank","cheap flight friday june eleventh from st louis to milwaukee, possible stops chicago or denver early morning departure time?"
"0-LDA","LDA","0","atis","like find flight friday june eleventh st petersburg milwaukee milwaukee tacoma thank","saturday direct pm nonstop route departing boston arriving in philadelphia thursday night options airlines with frequent flyer deals connecting san francisco atlanta detroit new york flights preferred airline cost effective"
"0-LDA","LDA","0","atis","like find flight friday june eleventh st petersburg milwaukee milwaukee tacoma thank","early flight friday june eleventh from pittsburgh to milwaukee, prefer non-stop or one stop chicago washington dc routes morning departure time best fare cheap direct way?"
"0-LDA","LDA","0","atis","like find flight friday june eleventh st petersburg milwaukee milwaukee tacoma thank","saturday afternoon return trip st louis boston via airlines like delta round trips connecting san francisco detroit nyc flights saturday preferred airline economy class fares"
"0-LDA","LDA","0","atis","like find flight friday june eleventh st petersburg milwaukee milwaukee tacoma thank","early friday june eleventh flight options from pittsburgh to milwaukee, possible connections chicago or washington dc prefer nonstop route cost comparison with other carriers?"
"0-LDA","LDA","0","atis","like find flight friday june eleventh st petersburg milwaukee milwaukee tacoma thank","Flight from New York to Miami on June 5th, looking for a good airline experience."
"0-LDA","LDA","0","atis","like find flight friday june eleventh st petersburg milwaukee milwaukee tacoma thank","Looking up flights departing Los Angeles in the morning and heading towards San Francisco this Friday."
"0-LDA","LDA","0","atis","like find flight friday june eleventh st petersburg milwaukee milwaukee tacoma thank","Book flight Chicago-Miami next Wednesday; interested if it’s worth booking with Delta or United Airlines at current prices. Planning my trip from Denver to Boston on June 11th, would prefer a direct route for convenience."
"0-LDA","LDA","0","atis","like find flight friday june eleventh st petersburg milwaukee milwaukee tacoma thank","Considering flights arriving early Sunday in Seattle after leaving Dallas last night via Southwest airline."
"0-LDA","LDA","0","atis","like find flight friday june eleventh st petersburg milwaukee milwaukee tacoma thank","Seeking affordable flight options between Atlanta and Orlando this Friday; any recommendations? Need help finding an evening Chicago-Miami connection next Thursday with Delta Airlines. Flight from Boston to San Francisco on June 14th, hoping for a comfortable experience."
"0-LDA","LDA","0","atis","like find flight friday june eleventh st petersburg milwaukee milwaukee tacoma thank","Looking into flights departing Miami in the morning heading towards New York City. Planning my journey starting Saturday afternoon Dallas-LA and then LA-San Diego; would like suggestions about airlines that offer direct services or layovers under an hour. Exploring options to fly from Houston-Miami on June 18th, any good airline recommendations for a smooth trip? Flight departing Boston in the morning heading towards Washington DC this Friday with Northwest Airlines."
"0-LDA","LDA","0","atis","like find flight friday june eleventh st petersburg milwaukee milwaukee tacoma thank","Considering flights arriving Chicago after leaving Dallas last night; looking into American and Delta airlines' services."
"0-LDA","LDA","0","atis","like find flight friday june eleventh st petersburg milwaukee milwaukee tacoma thank","Considering flights departing Los Angeles in early morning heading towards Las Vegas this Friday; interested if American Airlines has any deals. Looking for a good flight experience leaving Miami-JFK next Monday with JetBlue or Alaska Air. Seeking information about direct routes from Houston to New York on June 25th, preferably via Delta airlines."
